eDensity,X
none,none
0,-0.024713675
0,-0.022466986
0,-0.022466976
0,-0.017973598
0,-0.017973581
0,-0.013480203
0,-0.013480186
0,-0.0089868074
0,-0.0089867907
0,-0.0044934126
0,-0.0044933953
0,-0.0022467063
0,-0.0022466977
0,-8.5704386e-9
0,0
1e-100,0
1e-100,0.001579209
1e-100,0.0015792151
1e-100,0.003158424
1e-100,0.0031584301
1e-100,0.0063168481
1e-100,0.0063168602
1e-100,0.0094752777
1e-100,0.0094752898
1e-100,0.012633708
1e-100,0.01263372
1e-100,0.016711222
1e-100,0.016711237
1e-100,0.02078874
1e-100,0.020788755
1e-100,0.028943758
1e-100,0.02894379
1e-100,0.039471854
1e-100,0.039471895
1e-100,0.04999996
1e-100,0.050000001
1e-100,0.06372638
1e-100,0.063726433
1e-100,0.077452816
1e-100,0.077452868
1e-100,0.093776375
1e-100,0.093776435
1e-100,0.10193819
1e-100,0.10193822
1e-100,0.11009997
1e-100,0.1101
1e-100,0.11980601
1e-100,0.11980605
1e-100,0.12465906
1e-100,0.12465908
1e-100,0.12951209
1e-100,0.1295121
1e-100,0.13436511
1e-100,0.13436513
1e-100,0.13679162
1e-100,0.13679163
1e-100,0.13921814
1e-100,0.13921815
1e-100,0.14
1e-100,0.14
1e-100,0.14164466
1e-100,0.14407116
1e-100,0.14407118
1e-100,0.14649767
1e-100,0.14649768
1e-100,0.14892419
1e-100,0.1489242
1e-100,0.15180981
1e-100,0.15180983
1e-100,0.15469545
1e-100,0.15469547
1e-100,0.15758108
1e-100,0.15758109
1e-100,0.15999998
1e-100,0.16
1e-100,0.16
1e-100,0.16046673
1e-100,0.16335234
1e-100,0.16335236
1e-100,0.16623797
1e-100,0.16623798
1e-100,0.1691236
1e-100,0.16912362
1e-100,0.17200923
1e-100,0.17200924
1e-100,0.17778049
1e-100,0.17778051
1e-100,0.18355176
1e-100,0.18355177
1e-100,0.18932302
1e-100,0.18932304
1e-100,0.19509429
1e-100,0.1950943
1e-100,0.20195748
1e-100,0.20195751
1e-100,0.2088207
1e-100,0.20882073
1e-100,0.21568391
1e-100,0.21568394
1e-100,0.22254711
1e-100,0.22254714
1e-100,0.22941034
1e-100,0.22941037
1e-100,0.23627354
1e-100,0.23627357
1e-100,0.24313676
1e-100,0.24313679
1e-100,0.24999997
1e-100,0.25
1e-100,0.25707936
1e-100,0.25707939
1e-100,0.26415876
1e-100,0.26415879
1e-100,0.27123818
1e-100,0.27123821
1e-100,0.27831757
1e-100,0.2783176
1e-100,0.29247633
1e-100,0.29247639
1e-100,0.30663514
1e-100,0.3066352
1e-100,0.3266587
1e-100,0.32665879
1e-100,0.34668225
1e-100,0.34668234
1e-100,0.36670583
1e-100,0.36670592
1e-100,0.37671769
1e-100,0.37671772
1e-100,0.38672948
1e-100,0.38672951
1e-100,0.40088826
1e-100,0.40088832
1e-100,0.41504708
1e-100,0.41504714
1e-100,0.42920586
1e-100,0.42920592
1e-100,0.44336468
1e-100,0.44336474
1e-100,0.45752349
1e-100,0.45752355
1e-100,0.47168231
1e-100,0.47168237
1e-100,0.48584113
1e-100,0.48584118
1e-100,0.49999994
1e-100,0.5
1e-100,0.51315784
1e-100,0.5131579
1e-100,0.52631575
1e-100,0.52631581
1e-100,0.53947365
1e-100,0.53947371
1e-100,0.55263156
1e-100,0.55263162
1e-100,0.56578946
1e-100,0.56578952
1e-100,0.57894737
1e-100,0.57894742
1e-100,0.60526305
1e-100,0.60526317
1e-100,0.64473671
1e-100,0.64473689
1e-100,0.68421036
1e-100,0.68421054
1e-100,0.72368407
1e-100,0.72368425
1e-100,0.76315773
1e-100,0.7631579
1e-100,0.8223682
1e-100,0.82236844
1e-100,0.88157868
1e-100,0.88157892
1e-100,0.94078922
1e-100,0.94078946
1e-100,0.99999976
1e-100,1
1e-100,1.0624998
1e-100,1.0625
1e-100,1.1249998
1e-100,1.125
1e-100,1.1874998
1e-100,1.1875
1e-100,1.2499998
1e-100,1.25
1e-100,1.3124998
1e-100,1.3125
1e-100,1.3749998
1e-100,1.375
1e-100,1.4999998
1e-100,1.5
1e-100,1.7499995
1e-100,1.75
1e-100,1.9999995
1e-100,2
1e-100,2.2499995
1e-100,2.25
1e-100,2.4999995
1e-100,2.5
1e-100,2.7499995
1e-100,2.75
1e-100,2.9999995
1e-100,3
1e-100,3.2499995
1e-100,3.25
1e-100,3.4999995
1e-100,3.5
1e-100,3.7499995
1e-100,3.75
1e-100,3.9999995
1e-100,4
1e-100,4.2499995
1e-100,4.25
1e-100,4.4999995
1e-100,4.5
1e-100,4.7499995
1e-100,4.75
1e-100,4.9999995
1e-100,5
1e-100,5.2499995
1e-100,5.25
1e-100,5.4999995
1e-100,5.5
1e-100,5.7499995
1e-100,5.75
1e-100,5.9999995
1e-100,6
1e-100,6.2499995
1e-100,6.25
1e-100,6.4999995
1e-100,6.5
1e-100,6.7499995
1e-100,6.75
1e-100,6.9999995
1e-100,7
1e-100,7.2499995
1e-100,7.25
1e-100,7.4999995
1e-100,7.5
1e-100,7.7499995
1e-100,7.75
1e-100,7.9999995
1e-100,8
1e-100,8.25
1e-100,8.5
1e-100,8.75
1e-100,9
1e-100,9.25
1e-100,9.5
1e-100,9.75
1e-100,10
1e-100,10.25
1e-100,10.5
1e-100,10.75
1e-100,11
1e-100,11.25
1e-100,11.5
1e-100,11.75
1e-100,12
1e-100,12.25
1e-100,12.5
1e-100,12.75
1e-100,13
1e-100,13.25
1e-100,13.5
1e-100,13.75
1e-100,14
1e-100,14.25
1e-100,14.5
1e-100,14.75
1e-100,15
1e-100,15.25
1e-100,15.5
1e-100,15.75
1e-100,16
1e-100,16.25
1e-100,16.5
1e-100,16.75
1e-100,17
1e-100,17.25
1e-100,17.5
1e-100,17.75
1e-100,18
1e-100,18.25
1e-100,18.5
1e-100,18.75
1e-100,19
1e-100,19.25
1e-100,19.5
1e-100,19.75
1e-100,20

