Phosphorus,X
8.7912995e+13,0.5131579
5.9173452e+13,0.52631581
4.0875981e+13,0.53947371
2.9267604e+13,0.55263162
2.1882599e+13,0.56578952
1.6626542e+13,0.57894742
1.0694526e+13,0.60526317
6.7156023e+12,0.64473689
4.5515436e+12,0.68421054
3.1936325e+12,0.72368425
2.2721675e+12,0.7631579
1.3918597e+12,0.82236844
8.615664e+11,0.88157892
5.3887263e+11,0.94078946
3.4067605e+11,1
2.1291438e+11,1.0625
1.3487459e+11,1.125
8.6534017e+10,1.1875
5.6017535e+10,1.25
3.6122964e+10,1.3125
2.4966829e+10,1.375
1.857409e+10,1.4375
1.2208487e+10,1.5
1.1158959e+10,1.625
1.0109033e+10,1.75
1.0070751e+10,1.875
1.0032226e+10,2
1.0031156e+10,2.125
1.0030073e+10,2.25
1.0030047e+10,2.375
1.003002e+10,2.5
1.0030019e+10,2.625
1.0030017e+10,2.75
1.0030016e+10,2.875
1.0030015e+10,3
1.0030015e+10,3.125
1.0030014e+10,3.25
1.0030014e+10,3.375
1.0030013e+10,3.5
1.0030013e+10,3.625
1.0030012e+10,3.75
1.0030012e+10,3.875
1.0030012e+10,4
1.0030011e+10,4.125
1.0030011e+10,4.25
1.0030011e+10,4.375
1.0030011e+10,4.5
1.003001e+10,4.625
1.003001e+10,4.75
1.003001e+10,4.875
1.003001e+10,5
1.003001e+10,5.125
1.003001e+10,5.25
1.003001e+10,5.375
1.003001e+10,5.5
1.0030009e+10,5.625
1.0030009e+10,5.75
1.0030009e+10,5.875
1.0030009e+10,6
1.0030009e+10,6.125
1.0030009e+10,6.25
1.0030009e+10,6.375
1.0030009e+10,6.5
1.0030009e+10,6.625
1.0030009e+10,6.75
1.0030009e+10,6.875
1.0030009e+10,7
1.0030009e+10,7.125
1.0030009e+10,7.25
1.0030009e+10,7.375
1.0030009e+10,7.5
1.0030009e+10,7.625
1.0030009e+10,7.75
1.0030009e+10,7.875
1.0030009e+10,8
1.0030009e+10,8.125
1.0030009e+10,8.25
1.0030009e+10,8.375
1.0030009e+10,8.5
1.0030009e+10,8.625
1.0030009e+10,8.75
1.0030009e+10,8.875
1.0030009e+10,9
1.0030009e+10,9.125
1.0030009e+10,9.25
1.0030009e+10,9.375
1.0030009e+10,9.5
1.0030009e+10,9.625
1.0030009e+10,9.75
1.0030009e+10,9.875
1.0030009e+10,10
1.0030009e+10,10.125
1.0030009e+10,10.25
1.0030009e+10,10.375
1.0030009e+10,10.5
1.0030008e+10,10.625
1.0030008e+10,10.75
1.0030008e+10,10.875
1.0030008e+10,11
1.0030008e+10,11.125
1.0030008e+10,11.25
1.0030008e+10,11.375
1.0030008e+10,11.5
1.0030008e+10,11.625
1.0030008e+10,11.75
1.0030008e+10,11.875
1.0030008e+10,12
1.0030008e+10,12.125
1.0030008e+10,12.25
1.0030008e+10,12.375
1.0030008e+10,12.5
1.0030008e+10,12.625
1.0030008e+10,12.75
1.0030008e+10,12.875
1.0030008e+10,13
1.0030008e+10,13.125
1.0030008e+10,13.25
1.0030008e+10,13.375
1.0030008e+10,13.5
1.0030008e+10,13.625
1.0030008e+10,13.75
1.0030008e+10,13.875
1.0030008e+10,14
1.0030008e+10,14.125
1.0030008e+10,14.25
1.0030008e+10,14.375
1.0030008e+10,14.5
1.0030008e+10,14.625
1.0030008e+10,14.75
1.0030008e+10,14.875
1.0030008e+10,15
1.0030008e+10,15.125
1.0030008e+10,15.25
1.0030008e+10,15.375
1.0030008e+10,15.5
1.0030008e+10,15.625
1.0030008e+10,15.75
1.0030008e+10,15.875
1.0030008e+10,16
1.0030008e+10,16.125
1.0030008e+10,16.25
1.0030008e+10,16.375
1.0030008e+10,16.5
1.0030008e+10,16.625
1.0030008e+10,16.75
1.0030008e+10,16.875
1.0030008e+10,17
1.0030008e+10,17.125
1.0030008e+10,17.25
1.0030008e+10,17.375
1.0030008e+10,17.5
1.0030008e+10,17.625
1.0030008e+10,17.75
1.0030008e+10,17.875
1.0030008e+10,18
1.0030008e+10,18.125
1.0030008e+10,18.25
1.0030008e+10,18.375
1.0030008e+10,18.5
1.0030008e+10,18.625
1.0030008e+10,18.75
1.0030008e+10,18.875
1.0030008e+10,19
1.0030008e+10,19.125
1.0030008e+10,19.25
1.0030008e+10,19.375
1.0030008e+10,19.5
1.0030008e+10,19.625
1.0030008e+10,19.75
1.0030008e+10,19.875
1.0030008e+10,20

