eQuasiFermiPotential,X
none,none
0.72297247,0.012633708
0.72297247,0.01263372
0.72297279,0.016711222
0.72297279,0.016711237
0.72297327,0.02078874
0.72297327,0.020788755
0.72297412,0.028943758
0.72297412,0.02894379
0.72297525,0.039471854
0.72297525,0.039471895
0.72297593,0.04999996
0.72297593,0.050000001
0.72297615,0.06372638
0.72297615,0.063726433
0.72297617,0.077452816
0.72297617,0.077452868
0.72297616,0.093776375
0.72297616,0.093776435
0.72297616,0.10193819
0.72297616,0.10193822
0.72297616,0.11009997
0.72297616,0.1101
0.72297616,0.11980601
0.72297616,0.11980605
0.72297616,0.12465906
0.72297616,0.12465908
0.72297616,0.12951209
0.72297616,0.1295121
0.72297616,0.13436511
0.72297616,0.13436513
0.72297616,0.13679162
0.72297616,0.13679163
0.72297616,0.13921814
0.72297616,0.13921815
0.72297616,0.14
0.72297616,0.14
0.72297616,0.14164466
0.72297616,0.14407116
0.72297616,0.14407118
0.72297616,0.14649767
0.72297616,0.14649768
0.72297616,0.14892419
0.72297616,0.1489242
0.72297616,0.15180981
0.72297616,0.15180983
0.72297616,0.15469545
0.72297616,0.15469547
0.72297616,0.15758108
0.72297616,0.15758109
0.72297616,0.15999998
0.72297616,0.16
0.72297616,0.16
0.72297616,0.16046673
0.72297616,0.16335234
0.72297616,0.16335236
0.72297616,0.16623797
0.72297616,0.16623798
0.72297616,0.1691236
0.72297616,0.16912362
0.72297616,0.17200923
0.72297616,0.17200924
0.72297616,0.17778049
0.72297616,0.17778051
0.72297616,0.18355176
0.72297616,0.18355177
0.72297616,0.18932302
0.72297616,0.18932304
0.72297616,0.19509429
0.72297616,0.1950943
0.72297616,0.20195748
0.72297616,0.20195751
0.72297616,0.2088207
0.72297616,0.20882073
0.72297616,0.21568391
0.72297616,0.21568394
0.72297616,0.22254711
0.72297616,0.22254714
0.72297616,0.22941034
0.72297616,0.22941037
0.72297616,0.23627354
0.72297616,0.23627357
0.72297616,0.24313676
0.72297616,0.24313679
0.72297616,0.24999997
0.72297616,0.25
0.72297617,0.25707936
0.72297617,0.25707939
0.72297617,0.26415876
0.72297617,0.26415879
0.72297617,0.27123818
0.72297617,0.27123821
0.72297617,0.27831757
0.72297617,0.2783176
0.72297617,0.29247633
0.72297617,0.29247639
0.72297618,0.30663514
0.72297618,0.3066352
0.72297619,0.3266587
0.72297619,0.32665879
0.7229762,0.34668225
0.7229762,0.34668234
0.72297622,0.36670583
0.72297622,0.36670592
0.72297623,0.37671769
0.72297623,0.37671772
0.72297624,0.38672948
0.72297624,0.38672951
0.72297627,0.40088826
0.72297627,0.40088832
0.72297629,0.41504708
0.72297629,0.41504714
0.72297633,0.42920586
0.72297633,0.42920592
0.72297637,0.44336468
0.72297637,0.44336474
0.72297642,0.45752349
0.72297642,0.45752355
0.72297649,0.47168231
0.72297649,0.47168237
0.72297656,0.48584113
0.72297656,0.48584118
0.72297664,0.49999994
0.72297664,0.5
0.72297673,0.51315784
0.72297673,0.5131579
0.72297682,0.52631575
0.72297682,0.52631581
0.72297693,0.53947365
0.72297693,0.53947371
0.72297705,0.55263156
0.72297705,0.55263162
0.72297719,0.56578946
0.72297719,0.56578952
0.72297733,0.57894737
0.72297733,0.57894742
0.72297765,0.60526305
0.72297765,0.60526317
0.72297823,0.64473671
0.72297823,0.64473689
0.72297892,0.68421036
0.72297892,0.68421054
0.7229797,0.72368407
0.7229797,0.72368425
0.72298059,0.76315773
0.72298059,0.7631579
0.72298208,0.8223682
0.72298208,0.82236844
0.72298372,0.88157868
0.72298372,0.88157892
0.7229855,0.94078922
0.7229855,0.94078946
0.72298735,0.99999976
0.72298735,1
0.72298937,1.0624998
0.72298937,1.0625
0.72299142,1.1249998
0.72299142,1.125
0.72299345,1.1874998
0.72299345,1.1875
0.72299546,1.2499998
0.72299546,1.25
0.72299741,1.3124998
0.72299741,1.3125
0.72299927,1.3749998
0.72299927,1.375
0.72300288,1.4999998
0.72300288,1.5
0.72300902,1.7499995
0.72300902,1.75
0.723014,1.9999995
0.723014,2
0.72301802,2.2499995
0.72301802,2.25
0.72302131,2.4999995
0.72302131,2.5
0.72302404,2.7499995
0.72302404,2.75
0.72302635,2.9999995
0.72302635,3
0.72302834,3.2499995
0.72302834,3.25
0.72303007,3.4999995
0.72303007,3.5
0.7230316,3.7499995
0.7230316,3.75
0.72303296,3.9999995
0.72303296,4
0.7230342,4.2499995
0.7230342,4.25
0.72303534,4.4999995
0.72303534,4.5
0.72303638,4.7499995
0.72303638,4.75
0.72303735,4.9999995
0.72303735,5
0.72303826,5.2499995
0.72303826,5.25
0.72303911,5.4999995
0.72303911,5.5
0.72303992,5.7499995
0.72303992,5.75
0.7230407,5.9999995
0.7230407,6
0.72304144,6.2499995
0.72304144,6.25
0.72304216,6.4999995
0.72304216,6.5
0.72304286,6.7499995
0.72304286,6.75
0.72304354,6.9999995
0.72304354,7
0.7230442,7.2499995
0.7230442,7.25
0.72304485,7.4999995
0.72304485,7.5
0.72304549,7.7499995
0.72304549,7.75
0.72304613,7.9999995
0.72304613,8
0.72304675,8.25
0.72304738,8.5
0.72304799,8.75
0.72304861,9
0.72304922,9.25
0.72304982,9.5
0.72305043,9.75
0.72305103,10
0.72305163,10.25
0.72305222,10.5
0.72305282,10.75
0.7230534,11
0.72305399,11.25
0.72305456,11.5
0.72305514,11.75
0.7230557,12
0.72305626,12.25
0.72305681,12.5
0.72305735,12.75
0.72305788,13
0.7230584,13.25
0.72305891,13.5
0.72305941,13.75
0.72305989,14
0.72306037,14.25
0.72306082,14.5
0.72306126,14.75
0.72306169,15
0.7230621,15.25
0.72306249,15.5
0.72306287,15.75
0.72306323,16
0.72306356,16.25
0.72306388,16.5
0.72306418,16.75
0.72306446,17
0.72306472,17.25
0.72306495,17.5
0.72306517,17.75
0.72306536,18
0.72306553,18.25
0.72306568,18.5
0.72306581,18.75
0.72306591,19
0.72306599,19.25
0.72306605,19.5
0.72306609,19.75
0.7230661,20

