9.800000000000000711e+00,-1.150309199999999921e+00,0.000000000000000000e+00
9.800000000000000711e+00,-1.150309100000000084e+00,0.000000000000000000e+00
9.800000000000000711e+00,-1.006520499999999929e+00,0.000000000000000000e+00
9.800000000000000711e+00,-1.006520400000000093e+00,0.000000000000000000e+00
9.800000000000000711e+00,-9.346262199999999520e-01,0.000000000000000000e+00
9.800000000000000711e+00,-9.346261599999999836e-01,0.000000000000000000e+00
9.800000000000000711e+00,-8.627319300000000357e-01,0.000000000000000000e+00
9.800000000000000711e+00,-8.627318099999999879e-01,0.000000000000000000e+00
9.800000000000000711e+00,-7.908375899999999792e-01,0.000000000000000000e+00
9.800000000000000711e+00,-7.908375300000000108e-01,0.000000000000000000e+00
9.800000000000000711e+00,-7.548904400000000514e-01,0.000000000000000000e+00
9.800000000000000711e+00,-7.548903799999999720e-01,0.000000000000000000e+00
9.800000000000000711e+00,-7.189432399999999834e-01,0.000000000000000000e+00
9.800000000000000711e+00,-7.189431800000000150e-01,0.000000000000000000e+00
9.800000000000000711e+00,-6.829960899999999446e-01,0.000000000000000000e+00
9.800000000000000711e+00,-6.829960299999999762e-01,0.000000000000000000e+00
9.800000000000000711e+00,-6.470489499999999561e-01,0.000000000000000000e+00
9.800000000000000711e+00,-6.470488899999999877e-01,0.000000000000000000e+00
9.800000000000000711e+00,-6.290753500000000331e-01,0.000000000000000000e+00
9.800000000000000711e+00,-6.290752899999999537e-01,0.000000000000000000e+00
9.800000000000000711e+00,-6.111017499999999991e-01,0.000000000000000000e+00
9.800000000000000711e+00,-6.111016900000000307e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.931281999999999943e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.841413699999999931e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.751545999999999603e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.661678300000000386e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.616744200000000076e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.571810000000000374e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.549343199999999809e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.526876400000000356e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.504409099999999500e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.500006699999999693e-01,0.000000000000000000e+00
9.800000000000000711e+00,-5.500006699999999693e-01,3.332659800000000000e+10
9.800000000000000711e+00,-5.481942300000000046e-01,4.839682900000000000e+10
9.800000000000000711e+00,-5.459475499999999482e-01,7.392429800000000000e+10
9.800000000000000711e+00,-5.437008100000000343e-01,1.150935900000000000e+11
9.800000000000000711e+00,-5.414541400000000282e-01,1.976672200000000000e+11
9.800000000000000711e+00,-5.392074599999999718e-01,4.060637400000000000e+11
9.800000000000000711e+00,-5.369607199999999469e-01,1.039727900000000000e+12
9.800000000000000711e+00,-5.347140400000000016e-01,3.257215400000000000e+12
9.800000000000000711e+00,-5.324673699999999954e-01,1.145182700000000000e+13
9.800000000000000711e+00,-5.302206299999999706e-01,3.990411000000000000e+13
9.800000000000000711e+00,-5.257272699999999688e-01,2.844712400000000000e+14
9.800000000000000711e+00,-5.212338600000000488e-01,5.858076600000000000e+14
9.800000000000000711e+00,-5.122470900000000160e-01,7.345796600000000000e+13
9.800000000000000711e+00,-5.077536700000000458e-01,1.196334700000000000e+13
9.800000000000000711e+00,-5.032602499999999646e-01,2.053643200000000000e+12
9.800000000000000711e+00,-5.010135799999999584e-01,9.363020300000000000e+11
9.800000000000000711e+00,-4.987669000000000130e-01,4.662635500000000000e+11
9.800000000000000711e+00,-4.965201899999999724e-01,2.532003600000000000e+11
9.800000000000000711e+00,-4.942734799999999873e-01,1.492167800000000000e+11
9.800000000000000711e+00,-4.920268099999999811e-01,9.444834700000000000e+10
9.800000000000000711e+00,-4.897800999999999960e-01,6.362550200000000000e+10
9.800000000000000711e+00,-4.875333900000000109e-01,4.511404500000000000e+10
9.800000000000000711e+00,-4.852867100000000100e-01,3.331922000000000000e+10
9.800000000000000711e+00,-4.830400000000000249e-01,2.538685500000000000e+10
9.800000000000000711e+00,-4.807932999999999790e-01,1.980007300000000000e+10
