time,source OuterVoltage,source InnerVoltage,source QuasiFermiPotential,source DisplacementCurrent,source eCurrent,source hCurrent,source TotalCurrent,source Charge,drain OuterVoltage,drain InnerVoltage,drain QuasiFermiPotential,drain DisplacementCurrent,drain eCurrent,drain hCurrent,drain TotalCurrent,drain Charge,gate OuterVoltage,gate InnerVoltage,gate QuasiFermiPotential,gate DisplacementCurrent,gate eCurrent,gate hCurrent,gate TotalCurrent,gate Charge
Time,OuterVoltage,InnerVoltage,QuasiFermiPotential,DisplacementCurrent,eCurrent,hCurrent,TotalCurrent,Charge,OuterVoltage,InnerVoltage,QuasiFermiPotential,DisplacementCurrent,eCurrent,hCurrent,TotalCurrent,Charge,OuterVoltage,InnerVoltage,QuasiFermiPotential,DisplacementCurrent,eCurrent,hCurrent,TotalCurrent,Charge
0.39,1.3182154,1.3182154,0,0,1.4471612e-5,0,1.4471612e-5,3.4205478e-15,0,0,0,0,-1.4472066e-5,0,-1.4472066e-5,1.3719051e-15,1.6231114,1.6231114,0,0,1.8922607e-11,-1.8922607e-11,0,4.9547646e-15
0.395,1.3182154,1.3182154,0,0,1.444587e-5,0,1.444587e-5,3.4193102e-15,0,0,0,0,-1.4445546e-5,0,-1.4445546e-5,1.371892e-15,1.6270203,1.6270203,0,0,1.7336103e-11,-1.7336103e-11,0,4.9726699e-15
0.4,1.3182154,1.3182154,0,0,1.443082e-5,0,1.443082e-5,3.4186912e-15,0,0,0,0,-1.4432646e-5,0,-1.4432646e-5,1.3718805e-15,1.6309293,1.6309293,0,0,5.821322e-11,-5.821322e-11,0,4.9838404e-15
0.405,1.3182154,1.3182154,0,0,1.4402624e-5,0,1.4402624e-5,3.4177524e-15,0,0,0,0,-1.4401593e-5,0,-1.4401593e-5,1.3718666e-15,1.6348382,1.6348382,0,0,3.9878376e-11,-3.9878376e-11,0,5.004432e-15
0.41,1.3182154,1.3182154,0,0,1.4375358e-5,0,1.4375358e-5,3.4165302e-15,0,0,0,0,-1.4375774e-5,0,-1.4375774e-5,1.371853e-15,1.6387471,1.6387471,0,0,2.9196446e-11,-2.9196446e-11,0,5.0237965e-15
0.415,1.3182154,1.3182154,0,0,1.4350859e-5,0,1.4350859e-5,3.4154464e-15,0,0,0,0,-1.4351412e-5,0,-1.4351412e-5,1.37184e-15,1.642656,1.642656,0,0,3.1752316e-11,-3.1752316e-11,0,5.0410677e-15
0.42,1.3182154,1.3182154,0,0,1.4328905e-5,0,1.4328905e-5,3.4144901e-15,0,0,0,0,-1.4329449e-5,0,-1.4329449e-5,1.3718273e-15,1.6465649,1.6465649,0,0,4.1830963e-11,-4.1830963e-11,0,5.0571495e-15
0.425,1.3182154,1.3182154,0,0,1.429573e-5,0,1.429573e-5,3.4127094e-15,0,0,0,0,-1.429579e-5,0,-1.429579e-5,1.371813e-15,1.6504739,1.6504739,0,0,1.1441441e-11,-1.1441441e-11,0,5.0796363e-15
0.43,1.3182154,1.3182154,0,0,1.4280699e-5,0,1.4280699e-5,3.4120833e-15,0,0,0,0,-1.4280173e-5,0,-1.4280173e-5,1.3718017e-15,1.6543828,1.6543828,0,0,5.5035153e-11,-5.5035153e-11,0,5.0904201e-15
0.435,1.3182154,1.3182154,0,0,1.4249431e-5,0,1.4249431e-5,3.41084e-15,0,0,0,0,-1.4250071e-5,0,-1.4250071e-5,1.3717873e-15,1.6582917,1.6582917,0,0,2.4352662e-11,-2.4352662e-11,0,5.1129844e-15
0.44,1.3182154,1.3182154,0,0,1.4218909e-5,0,1.4218909e-5,3.4098695e-15,0,0,0,0,-1.4219092e-5,0,-1.4219092e-5,1.3717728e-15,1.6622006,1.6622006,0,0,-5.9903139e-12,5.9903139e-12,0,5.1354558e-15
0.445,1.3182154,1.3182154,0,0,1.4203217e-5,0,1.4203217e-5,3.4090762e-15,0,0,0,0,-1.4203739e-5,0,-1.4203739e-5,1.3717615e-15,1.6661096,1.6661096,0,0,3.6694919e-11,-3.6694919e-11,0,5.1464339e-15
0.45,1.3182154,1.3182154,0,0,1.4172774e-5,0,1.4172774e-5,3.4078331e-15,0,0,0,0,-1.417258e-5,0,-1.417258e-5,1.3717472e-15,1.6700185,1.6700185,0,0,9.5706886e-12,-9.5706886e-12,0,5.1684208e-15
0.455,1.3182154,1.3182154,0,0,1.415418e-5,0,1.415418e-5,3.4070327e-15,0,0,0,0,-1.4155099e-5,0,-1.4155099e-5,1.3717353e-15,1.6739274,1.6739274,0,0,3.7996197e-11,-3.7996197e-11,0,5.181644e-15
0.46,1.3182154,1.3182154,0,0,1.4122627e-5,0,1.4122627e-5,3.4053313e-15,0,0,0,0,-1.4122751e-5,0,-1.4122751e-5,1.3717211e-15,1.6778363,1.6778363,0,0,1.0921567e-11,-1.0921567e-11,0,5.2036263e-15
0.465,1.3182154,1.3182154,0,0,1.4108567e-5,0,1.4108567e-5,3.4047608e-15,0,0,0,0,-1.4107627e-5,0,-1.4107627e-5,1.3717099e-15,1.6817453,1.6817453,0,0,5.761381e-11,-5.761381e-11,0,5.2139546e-15
0.47,1.3182154,1.3182154,0,0,1.4071997e-5,0,1.4071997e-5,3.4038145e-15,0,0,0,0,-1.4071896e-5,0,-1.4071896e-5,1.3716941e-15,1.6856542,1.6856542,0,0,-2.6938505e-12,2.6938505e-12,0,5.2412037e-15
0.475,1.3182154,1.3182154,0,0,1.4055603e-5,0,1.4055603e-5,3.4030837e-15,0,0,0,0,-1.4056658e-5,0,-1.4056658e-5,1.3716827e-15,1.6895631,1.6895631,0,0,3.6595794e-11,-3.6595794e-11,0,5.2527436e-15
0.48,1.3182154,1.3182154,0,0,1.4028505e-5,0,1.4028505e-5,3.4019244e-15,0,0,0,0,-1.4029059e-5,0,-1.4029059e-5,1.371669e-15,1.693472,1.693472,0,0,2.3819267e-11,-2.3819267e-11,0,5.2724886e-15
0.485,1.3182154,1.3182154,0,0,1.4006792e-5,0,1.4006792e-5,3.4010522e-15,0,0,0,0,-1.4007814e-5,0,-1.4007814e-5,1.3716564e-15,1.6973809,1.6973809,0,0,3.7482535e-11,-3.7482535e-11,0,5.2880612e-15
0.49,1.3182154,1.3182154,0,0,1.3991917e-5,0,1.3991917e-5,3.4005595e-15,0,0,0,0,-1.3992994e-5,0,-1.3992994e-5,1.371645e-15,1.7012899,1.7012899,0,0,7.7838731e-11,-7.7838731e-11,0,5.2993706e-15
0.495,1.3182154,1.3182154,0,0,1.3968664e-5,0,1.3968664e-5,3.3999035e-15,0,0,0,0,-1.3970384e-5,0,-1.3970384e-5,1.3716319e-15,1.7051988,1.7051988,0,0,8.2112583e-11,-8.2112583e-11,0,5.3164266e-15
0.5,1.3182154,1.3182154,0,0,1.3930271e-5,0,1.3930271e-5,3.3987994e-15,0,0,0,0,-1.3929917e-5,0,-1.3929917e-5,1.3716158e-15,1.7091077,1.7091077,0,0,1.2717435e-11,-1.2717435e-11,0,5.3451831e-15
0.505,1.3182154,1.3182154,0,0,1.3911615e-5,0,1.3911615e-5,3.3980116e-15,0,0,0,0,-1.3912304e-5,0,-1.3912304e-5,1.3716038e-15,1.7130166,1.7130166,0,0,3.9546123e-11,-3.9546123e-11,0,5.3586972e-15
0.51,1.3182154,1.3182154,0,0,1.3884532e-5,0,1.3884532e-5,3.3969126e-15,0,0,0,0,-1.3885025e-5,0,-1.3885025e-5,1.3715901e-15,1.7169256,1.7169256,0,0,2.7578857e-11,-2.7578857e-11,0,5.3783318e-15
0.515,1.3182154,1.3182154,0,0,1.3877092e-5,0,1.3877092e-5,3.3965837e-15,0,0,0,0,-1.3877309e-5,0,-1.3877309e-5,1.3715799e-15,1.7208345,1.7208345,0,0,9.5942598e-11,-9.5942598e-11,0,5.3851931e-15
0.52,1.3182154,1.3182154,0,0,1.3838902e-5,0,1.3838902e-5,3.3954779e-15,0,0,0,0,-1.3839999e-5,0,-1.3839999e-5,1.3715643e-15,1.7247434,1.7247434,0,0,3.9480487e-11,-3.9480487e-11,0,5.411956e-15
0.525,1.3182154,1.3182154,0,0,1.3808575e-5,0,1.3808575e-5,3.3941964e-15,0,0,0,0,-1.3808803e-5,0,-1.3808803e-5,1.37155e-15,1.7286523,1.7286523,0,0,1.2920546e-11,-1.2920546e-11,0,5.4338887e-15
0.53,1.3182154,1.3182154,0,0,1.3787016e-5,0,1.3787016e-5,3.3935234e-15,0,0,0,0,-1.3786443e-5,0,-1.3786443e-5,1.3715373e-15,1.7325612,1.7325612,0,0,2.3524356e-11,-2.3524356e-11,0,5.4499808e-15
0.535,1.3182154,1.3182154,0,0,1.3765964e-5,0,1.3765964e-5,3.3927392e-15,0,0,0,0,-1.3767167e-5,0,-1.3767167e-5,1.3715248e-15,1.7364702,1.7364702,0,0,3.9027772e-11,-3.9027772e-11,0,5.4652956e-15
0.54,1.3182154,1.3182154,0,0,1.3741254e-5,0,1.3741254e-5,3.391872e-15,0,0,0,0,-1.3741694e-5,0,-1.3741694e-5,1.3715114e-15,1.7403791,1.7403791,0,0,3.4580477e-11,-3.4580477e-11,0,5.4837588e-15
0.545,1.3182154,1.3182154,0,0,1.3704821e-5,0,1.3704821e-5,3.3909864e-15,0,0,0,0,-1.3704296e-5,0,-1.3704296e-5,1.3714957e-15,1.744288,1.744288,0,0,-2.5913821e-11,2.5913821e-11,0,5.5109849e-15
0.55,1.3182154,1.3182154,0,0,1.3692656e-5,0,1.3692656e-5,3.3903905e-15,0,0,0,0,-1.369329e-5,0,-1.369329e-5,1.3714849e-15,1.7481969,1.7481969,0,0,3.1295507e-11,-3.1295507e-11,0,5.5198065e-15
0.555,1.3182154,1.3182154,0,0,1.3673195e-5,0,1.3673195e-5,3.3897061e-15,0,0,0,0,-1.3673909e-5,0,-1.3673909e-5,1.3714727e-15,1.7521059,1.7521059,0,0,5.2713054e-11,-5.2713054e-11,0,5.5341925e-15
0.56,1.3182154,1.3182154,0,0,1.3636369e-5,0,1.3636369e-5,3.3885172e-15,0,0,0,0,-1.3636499e-5,0,-1.3636499e-5,1.3714569e-15,1.7560148,1.7560148,0,0,-7.6492662e-12,7.6492662e-12,0,5.5614378e-15
0.565,1.3182154,1.3182154,0,0,1.3619914e-5,0,1.3619914e-5,3.3880993e-15,0,0,0,0,-1.3620648e-5,0,-1.3620648e-5,1.3714453e-15,1.7599237,1.7599237,0,0,2.9772337e-11,-2.9772337e-11,0,5.5733546e-15
0.57,1.3182154,1.3182154,0,0,1.3612735e-5,0,1.3612735e-5,3.3878051e-15,0,0,0,0,-1.3611795e-5,0,-1.3611795e-5,1.3714354e-15,1.7638326,1.7638326,0,0,1.0608812e-10,-1.0608812e-10,0,5.5789911e-15
0.575,1.3182154,1.3182154,0,0,1.3606191e-5,0,1.3606191e-5,3.3875887e-15,0,0,0,0,-1.360829e-5,0,-1.360829e-5,1.3714254e-15,1.7677416,1.7677416,0,0,1.8109418e-10,-1.8109418e-10,0,5.584528e-15
0.58,1.3182154,1.3182154,0,0,1.3570532e-5,0,1.3570532e-5,3.3869475e-15,0,0,0,0,-1.3570129e-5,0,-1.3570129e-5,1.3714097e-15,1.7716505,1.7716505,0,0,1.250982e-10,-1.250982e-10,0,5.6114868e-15
0.585,1.3182154,1.3182154,0,0,1.3527488e-5,0,1.3527488e-5,3.3857487e-15,0,0,0,0,-1.3527542e-5,0,-1.3527542e-5,1.3713926e-15,1.7755594,1.7755594,0,0,3.3071727e-11,-3.3071727e-11,0,5.6439477e-15
0.59,1.3182154,1.3182154,0,0,1.3502729e-5,0,1.3502729e-5,3.3847947e-15,0,0,0,0,-1.3502943e-5,0,-1.3502943e-5,1.3713794e-15,1.7794683,1.7794683,0,0,3.2359661e-11,-3.2359661e-11,0,5.6618373e-15
0.595,1.3182154,1.3182154,0,0,1.3474309e-5,0,1.3474309e-5,3.3837344e-15,0,0,0,0,-1.3474662e-5,0,-1.3474662e-5,1.3713654e-15,1.7833772,1.7833772,0,0,1.3144795e-11,-1.3144795e-11,0,5.682625e-15
0.6,1.3182154,1.3182154,0,0,1.3469904e-5,0,1.3469904e-5,3.3835526e-15,0,0,0,0,-1.3468967e-5,0,-1.3468967e-5,1.3713562e-15,1.7872862,1.7872862,0,0,1.0512927e-10,-1.0512927e-10,0,5.6858469e-15
0.605,1.3182154,1.3182154,0,0,1.3443641e-5,0,1.3443641e-5,3.3830185e-15,0,0,0,0,-1.3442615e-5,0,-1.3442615e-5,1.3713423e-15,1.7911951,1.7911951,0,0,9.0574141e-11,-9.0574141e-11,0,5.7059699e-15
0.61,1.3182154,1.3182154,0,0,1.3417423e-5,0,1.3417423e-5,3.3823418e-15,0,0,0,0,-1.341873e-5,0,-1.341873e-5,1.3713285e-15,1.795104,1.795104,0,0,7.6817793e-11,-7.6817793e-11,0,5.725952e-15
0.615,1.3182154,1.3182154,0,0,1.3380697e-5,0,1.3380697e-5,3.3814704e-15,0,0,0,0,-1.3381197e-5,0,-1.3381197e-5,1.3713126e-15,1.7990129,1.7990129,0,0,1.3370286e-11,-1.3370286e-11,0,5.7537319e-15
0.62,1.3182154,1.3182154,0,0,1.3360536e-5,0,1.3360536e-5,3.3806642e-15,0,0,0,0,-1.3360779e-5,0,-1.3360779e-5,1.3713002e-15,1.8029219,1.8029219,0,0,3.2292355e-11,-3.2292355e-11,0,5.7685582e-15
0.625,1.3182154,1.3182154,0,0,1.3346181e-5,0,1.3346181e-5,3.3802325e-15,0,0,0,0,-1.334566e-5,0,-1.334566e-5,1.3712889e-15,1.8068308,1.8068308,0,0,7.5451455e-11,-7.5451455e-11,0,5.7795403e-15
0.63,1.3182154,1.3182154,0,0,1.331764e-5,0,1.331764e-5,3.3794117e-15,0,0,0,0,-1.3318381e-5,0,-1.3318381e-5,1.3712747e-15,1.8107397,1.8107397,0,0,5.3742069e-11,-5.3742069e-11,0,5.8007667e-15
0.635,1.3182154,1.3182154,0,0,1.3287394e-5,0,1.3287394e-5,3.3783615e-15,0,0,0,0,-1.3287546e-5,0,-1.3287546e-5,1.3712603e-15,1.8146486,1.8146486,0,0,2.5035265e-11,-2.5035265e-11,0,5.8230607e-15
0.64,1.3182154,1.3182154,0,0,1.326667e-5,0,1.326667e-5,3.3775988e-15,0,0,0,0,-1.3265982e-5,0,-1.3265982e-5,1.3712478e-15,1.8185576,1.8185576,0,0,3.9546224e-11,-3.9546224e-11,0,5.838579e-15
0.645,1.3182154,1.3182154,0,0,1.3252428e-5,0,1.3252428e-5,3.3772086e-15,0,0,0,0,-1.3254282e-5,0,-1.3254282e-5,1.3712366e-15,1.8224665,1.8224665,0,0,8.7034167e-11,-8.7034167e-11,0,5.8488718e-15
0.65,1.3182154,1.3182154,0,0,1.3226022e-5,0,1.3226022e-5,3.3764882e-15,0,0,0,0,-1.3226835e-5,0,-1.3226835e-5,1.3712226e-15,1.8263754,1.8263754,0,0,6.8697504e-11,-6.8697504e-11,0,5.8695774e-15
0.655,1.3182154,1.3182154,0,0,1.3184185e-5,0,1.3184185e-5,3.3756509e-15,0,0,0,0,-1.3183428e-5,0,-1.3183428e-5,1.3712056e-15,1.8302843,1.8302843,0,0,-2.0255558e-11,2.0255558e-11,0,5.9012609e-15
0.66,1.3182154,1.3182154,0,0,1.3167926e-5,0,1.3167926e-5,3.3748366e-15,0,0,0,0,-1.3168256e-5,0,-1.3168256e-5,1.3711942e-15,1.8341932,1.8341932,0,0,2.045903e-11,-2.045903e-11,0,5.9127372e-15
0.665,1.3182154,1.3182154,0,0,1.3146029e-5,0,1.3146029e-5,3.3740063e-15,0,0,0,0,-1.3146588e-5,0,-1.3146588e-5,1.3711815e-15,1.8381022,1.8381022,0,0,3.1670073e-11,-3.1670073e-11,0,5.9287806e-15
0.67,1.3182154,1.3182154,0,0,1.3139375e-5,0,1.3139375e-5,3.3737731e-15,0,0,0,0,-1.31413e-5,0,-1.31413e-5,1.3711717e-15,1.8420111,1.8420111,0,0,1.1278879e-10,-1.1278879e-10,0,5.9337526e-15
0.675,1.3182154,1.3182154,0,0,1.3112712e-5,0,1.3112712e-5,3.3731676e-15,0,0,0,0,-1.3113842e-5,0,-1.3113842e-5,1.3711578e-15,1.84592,1.84592,0,0,9.545086e-11,-9.545086e-11,0,5.9543238e-15
0.68,1.3182154,1.3182154,0,0,1.3078221e-5,0,1.3078221e-5,3.3724723e-15,0,0,0,0,-1.3078944e-5,0,-1.3078944e-5,1.3711422e-15,1.8498289,1.8498289,0,0,4.1830494e-11,-4.1830494e-11,0,5.9805873e-15
0.685,1.3182154,1.3182154,0,0,1.3060673e-5,0,1.3060673e-5,3.3719711e-15,0,0,0,0,-1.3062089e-5,0,-1.3062089e-5,1.3711303e-15,1.8537379,1.8537379,0,0,7.2625112e-11,-7.2625112e-11,0,5.9935464e-15
0.69,1.3182154,1.3182154,0,0,1.3023081e-5,0,1.3023081e-5,3.3707021e-15,0,0,0,0,-1.3023251e-5,0,-1.3023251e-5,1.3711143e-15,1.8576468,1.8576468,0,0,6.3453681e-12,-6.3453681e-12,0,6.0217002e-15
0.695,1.3182154,1.3182154,0,0,1.3013518e-5,0,1.3013518e-5,3.3703573e-15,0,0,0,0,-1.3013057e-5,0,-1.3013057e-5,1.3711039e-15,1.8615557,1.8615557,0,0,7.0037395e-11,-7.0037395e-11,0,6.0295515e-15
0.7,1.3182154,1.3182154,0,0,1.2988849e-5,0,1.2988849e-5,3.3697727e-15,0,0,0,0,-1.2990314e-5,0,-1.2990314e-5,1.3710906e-15,1.8654646,1.8654646,0,0,6.9757341e-11,-6.9757341e-11,0,6.0473968e-15
0.705,1.3182154,1.3182154,0,0,1.298334e-5,0,1.298334e-5,3.3695929e-15,0,0,0,0,-1.2985926e-5,0,-1.2985926e-5,1.3710812e-15,1.8693735,1.8693735,0,0,1.5694067e-10,-1.5694067e-10,0,6.0512725e-15
0.71,1.3182154,1.3182154,0,0,1.2939012e-5,0,1.2939012e-5,3.368583e-15,0,0,0,0,-1.2939309e-5,0,-1.2939309e-5,1.3710634e-15,1.8732825,1.8732825,0,0,5.2305779e-11,-5.2305779e-11,0,6.0857411e-15
0.715,1.3182154,1.3182154,0,0,1.2913221e-5,0,1.2913221e-5,3.3678298e-15,0,0,0,0,-1.2913823e-5,0,-1.2913823e-5,1.3710498e-15,1.8771914,1.8771914,0,0,4.2125809e-11,-4.2125809e-11,0,6.1051309e-15
0.72,1.3182154,1.3182154,0,0,1.2900792e-5,0,1.2900792e-5,3.3674719e-15,0,0,0,0,-1.2902718e-5,0,-1.2902718e-5,1.3710389e-15,1.8811003,1.8811003,0,0,9.6604591e-11,-9.6604591e-11,0,6.114364e-15
0.725,1.3182154,1.3182154,0,0,1.2854621e-5,0,1.2854621e-5,3.3667634e-15,0,0,0,0,-1.2854836e-5,0,-1.2854836e-5,1.3710206e-15,1.8850092,1.8850092,0,0,-1.9740746e-11,1.9740746e-11,0,6.150304e-15
0.73,1.3182154,1.3182154,0,0,1.2853599e-5,0,1.2853599e-5,3.3666275e-15,0,0,0,0,-1.2854688e-5,0,-1.2854688e-5,1.371012e-15,1.8889182,1.8889182,0,0,8.664481e-11,-8.664481e-11,0,6.151552e-15
0.735,1.3182154,1.3182154,0,0,1.2818518e-5,0,1.2818518e-5,3.3656958e-15,0,0,0,0,-1.2819428e-5,0,-1.2819428e-5,1.3709965e-15,1.8928271,1.8928271,0,0,3.4787094e-11,-3.4787094e-11,0,6.1774769e-15
0.74,1.3182154,1.3182154,0,0,1.2811454e-5,0,1.2811454e-5,3.3654409e-15,0,0,0,0,-1.2812964e-5,0,-1.2812964e-5,1.3709866e-15,1.896736,1.896736,0,0,1.1125552e-10,-1.1125552e-10,0,6.1832586e-15
0.745,1.3182154,1.3182154,0,0,1.2780124e-5,0,1.2780124e-5,3.3647022e-15,0,0,0,0,-1.278108e-5,0,-1.278108e-5,1.3709718e-15,1.9006449,1.9006449,0,0,7.3332057e-11,-7.3332057e-11,0,6.2070563e-15
0.75,1.3182154,1.3182154,0,0,1.2739872e-5,0,1.2739872e-5,3.3638845e-15,0,0,0,0,-1.2739692e-5,0,-1.2739692e-5,1.370955e-15,1.9045539,1.9045539,0,0,-9.6604877e-12,9.6604877e-12,0,6.237737e-15
0.755,1.3182154,1.3182154,0,0,1.2728177e-5,0,1.2728177e-5,3.3634314e-15,0,0,0,0,-1.272866e-5,0,-1.272866e-5,1.3709442e-15,1.9084628,1.9084628,0,0,4.760468e-11,-4.760468e-11,0,6.2466816e-15
0.76,1.3182154,1.3182154,0,0,1.2719682e-5,0,1.2719682e-5,3.3631705e-15,0,0,0,0,-1.2720959e-5,0,-1.2720959e-5,1.3709341e-15,1.9123717,1.9123717,0,0,1.1861113e-10,-1.1861113e-10,0,6.2533081e-15
0.765,1.3182154,1.3182154,0,0,1.269555e-5,0,1.269555e-5,3.3626741e-15,0,0,0,0,-1.2696991e-5,0,-1.2696991e-5,1.3709205e-15,1.9162806,1.9162806,0,0,1.1192933e-10,-1.1192933e-10,0,6.2721756e-15
0.77,1.3182154,1.3182154,0,0,1.2666874e-5,0,1.2666874e-5,3.3621051e-15,0,0,0,0,-1.2667079e-5,0,-1.2667079e-5,1.370906e-15,1.9201895,1.9201895,0,0,8.3072076e-11,-8.3072076e-11,0,6.2945378e-15
0.775,1.3182154,1.3182154,0,0,1.2630192e-5,0,1.2630192e-5,3.3611788e-15,0,0,0,0,-1.2630489e-5,0,-1.2630489e-5,1.3708903e-15,1.9240985,1.9240985,0,0,2.440428e-11,-2.440428e-11,0,6.3214748e-15
0.78,1.3182154,1.3182154,0,0,1.262077e-5,0,1.262077e-5,3.3608754e-15,0,0,0,0,-1.2619552e-5,0,-1.2619552e-5,1.37088e-15,1.9280074,1.9280074,0,0,9.2099143e-11,-9.2099143e-11,0,6.328719e-15
0.785,1.3182154,1.3182154,0,0,1.2581965e-5,0,1.2581965e-5,3.3601999e-15,0,0,0,0,-1.2581751e-5,0,-1.2581751e-5,1.3708634e-15,1.9319163,1.9319163,0,0,1.3916566e-11,-1.3916566e-11,0,6.358686e-15
0.79,1.3182154,1.3182154,0,0,1.2575961e-5,0,1.2575961e-5,3.3599692e-15,0,0,0,0,-1.2577258e-5,0,-1.2577258e-5,1.3708537e-15,1.9358252,1.9358252,0,0,9.6658799e-11,-9.6658799e-11,0,6.3636049e-15
0.795,1.3182154,1.3182154,0,0,1.2544118e-5,0,1.2544118e-5,3.359326e-15,0,0,0,0,-1.2545764e-5,0,-1.2545764e-5,1.3708388e-15,1.9397342,1.9397342,0,0,5.7358995e-11,-5.7358995e-11,0,6.3875569e-15
0.8,1.3182154,1.3182154,0,0,1.2518267e-5,0,1.2518267e-5,3.3585922e-15,0,0,0,0,-1.2518106e-5,0,-1.2518106e-5,1.370825e-15,1.9436431,1.9436431,0,0,4.5094428e-11,-4.5094428e-11,0,6.4072561e-15
0.805,1.3182154,1.3182154,0,0,1.2511033e-5,0,1.2511033e-5,3.3583566e-15,0,0,0,0,-1.2512448e-5,0,-1.2512448e-5,1.3708151e-15,1.947552,1.947552,0,0,1.208179e-10,-1.208179e-10,0,6.4131885e-15
0.81,1.3182154,1.3182154,0,0,1.2488937e-5,0,1.2488937e-5,3.3579282e-15,0,0,0,0,-1.249168e-5,0,-1.249168e-5,1.3708024e-15,1.9514609,1.9514609,0,0,1.3233994e-10,-1.3233994e-10,0,6.4291608e-15
0.815,1.3182154,1.3182154,0,0,1.2467262e-5,0,1.2467262e-5,3.3574416e-15,0,0,0,0,-1.2467894e-5,0,-1.2467894e-5,1.370789e-15,1.9553699,1.9553699,0,0,1.2894652e-10,-1.2894652e-10,0,6.4475018e-15
0.82,1.3182154,1.3182154,0,0,1.2465141e-5,0,1.2465141e-5,3.357341e-15,0,0,0,0,-1.2468532e-5,0,-1.2468532e-5,1.3707804e-15,1.9592788,1.9592788,0,0,2.3497739e-10,-2.3497739e-10,0,6.4481579e-15
0.825,1.3182154,1.3182154,0,0,1.2454915e-5,0,1.2454915e-5,3.3571193e-15,0,0,0,0,-1.2457204e-5,0,-1.2457204e-5,1.3707696e-15,1.9631877,1.9631877,0,0,2.8993907e-10,-2.8993907e-10,0,6.4568088e-15
0.83,1.3182154,1.3182154,0,0,1.2400191e-5,0,1.2400191e-5,3.3563099e-15,0,0,0,0,-1.2405299e-5,0,-1.2405299e-5,1.37075e-15,1.9670966,1.9670966,0,0,1.4738728e-10,-1.4738728e-10,0,6.4979735e-15
0.835,1.3182154,1.3182154,0,0,1.2393338e-5,0,1.2393338e-5,3.3560936e-15,0,0,0,0,-1.2394282e-5,0,-1.2394282e-5,1.3707397e-15,1.9710055,1.9710055,0,0,2.1351981e-10,-2.1351981e-10,0,6.5051075e-15
0.84,1.3182154,1.3182154,0,0,1.2389589e-5,0,1.2389589e-5,3.3559701e-15,0,0,0,0,-1.2394283e-5,0,-1.2394283e-5,1.3707306e-15,1.9749145,1.9749145,0,0,3.0707869e-10,-3.0707869e-10,0,6.5073616e-15
0.845,1.3182154,1.3182154,0,0,1.2327817e-5,0,1.2327817e-5,3.3551064e-15,0,0,0,0,-1.233e-5,0,-1.233e-5,1.3707093e-15,1.9788234,1.9788234,0,0,1.2665113e-10,-1.2665113e-10,0,6.5546673e-15
0.85,1.3182154,1.3182154,0,0,1.22879e-5,0,1.22879e-5,3.354364e-15,0,0,0,0,-1.2288254e-5,0,-1.2288254e-5,1.3706923e-15,1.9827323,1.9827323,0,0,3.9262613e-11,-3.9262613e-11,0,6.5860921e-15
0.855,1.3182154,1.3182154,0,0,1.2262455e-5,0,1.2262455e-5,3.3537913e-15,0,0,0,0,-1.2263337e-5,0,-1.2263337e-5,1.3706786e-15,1.9866412,1.9866412,0,0,2.7733272e-11,-2.7733272e-11,0,6.6056504e-15
0.86,1.3182154,1.3182154,0,0,1.2260138e-5,0,1.2260138e-5,3.3536654e-15,0,0,0,0,-1.2262173e-5,0,-1.2262173e-5,1.3706699e-15,1.9905502,1.9905502,0,0,1.3244496e-10,-1.3244496e-10,0,6.6071358e-15
0.865,1.3182154,1.3182154,0,0,1.2227669e-5,0,1.2227669e-5,3.3530081e-15,0,0,0,0,-1.2228921e-5,0,-1.2228921e-5,1.3706545e-15,1.9944591,1.9944591,0,0,8.3345126e-11,-8.3345126e-11,0,6.6326315e-15
0.87,1.3182154,1.3182154,0,0,1.221116e-5,0,1.221116e-5,3.35262e-15,0,0,0,0,-1.2213488e-5,0,-1.2213488e-5,1.3706428e-15,1.998368,1.998368,0,0,1.1781542e-10,-1.1781542e-10,0,6.6450272e-15
0.875,1.3182154,1.3182154,0,0,1.2187632e-5,0,1.2187632e-5,3.3521686e-15,0,0,0,0,-1.2190691e-5,0,-1.2190691e-5,1.3706295e-15,2.0022769,2.0022769,0,0,1.1864103e-10,-1.1864103e-10,0,6.6626875e-15
0.88,1.3182154,1.3182154,0,0,1.2181106e-5,0,1.2181106e-5,3.3519667e-15,0,0,0,0,-1.2182853e-5,0,-1.2182853e-5,1.3706196e-15,2.0061859,2.0061859,0,0,1.9308748e-10,-1.9308748e-10,0,6.6686336e-15
0.885,1.3182154,1.3182154,0,0,1.216307e-5,0,1.216307e-5,3.3516324e-15,0,0,0,0,-1.2166867e-5,0,-1.2166867e-5,1.3706072e-15,2.0100948,2.0100948,0,0,2.1388118e-10,-2.1388118e-10,0,6.6830688e-15
0.89,1.3182154,1.3182154,0,0,1.2136145e-5,0,1.2136145e-5,3.3511785e-15,0,0,0,0,-1.2139386e-5,0,-1.2139386e-5,1.370593e-15,2.0140037,2.0140037,0,0,1.9187202e-10,-1.9187202e-10,0,6.7044213e-15
0.895,1.3182154,1.3182154,0,0,1.2110155e-5,0,1.2110155e-5,3.3507241e-15,0,0,0,0,-1.2111622e-5,0,-1.2111622e-5,1.3705792e-15,2.0179126,2.0179126,0,0,1.7865074e-10,-1.7865074e-10,0,6.7243357e-15
